SA3_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
50501,276,930,1050,1054,1152,1332,1599,673,169,8234,170,1076,1325,1319,1429,1555,1321,451,131,8782,79,949,1972,1915,2076,2102,1277,293,79,10743,36,574,1820,1811,1898,1802,831,172,32,8980,16,309,1835,2008,2052,1725,672,134,31,8779,8,141,1295,1730,1811,1404,418,57,5,6873,8,125,1954,3883,4017,2925,599,72,20,13596,0,27,381,1109,1160,730,173,35,3,3621,0,23,369,1610,2224,1279,263,51,8,5827,299,361,806,902,973,833,661,515,384,5730,10317,9052,16389,21444,22833,21801,18157,7877,2794,130669
50502,197,1216,2154,1644,1370,1290,1410,1010,398,10695,142,1375,3215,2245,1897,1611,1296,669,234,12679,54,1212,4308,3073,2347,2083,1210,463,147,14900,32,791,3890,2689,2061,1648,816,255,72,12250,17,451,3440,2705,2020,1642,591,202,55,11116,0,191,2551,2233,1798,1211,364,104,25,8482,6,210,3951,4992,3795,2442,659,161,37,16256,3,32,728,1406,1146,665,177,56,13,4229,0,26,824,2484,2487,1258,388,117,29,7614,480,763,2341,1891,1375,1083,973,934,865,10705,10259,12049,34023,31870,26057,22258,18519,12003,5514,172558
50503,401,1535,2058,2029,1725,1396,1094,608,229,11080,282,1738,3142,2580,2543,1760,778,285,91,13193,134,1416,3842,3288,3191,2354,780,191,40,15233,37,764,3127,3074,2660,1793,483,92,20,12058,24,411,2604,2785,2524,1568,363,66,31,10372,7,187,1703,2237,2041,1185,209,16,7,7597,10,236,2419,4055,3806,2035,294,30,8,12892,3,24,456,910,902,468,83,19,0,2874,0,16,379,1028,1173,572,94,24,14,3298,681,785,1695,1632,1565,1167,758,684,616,9584,13859,13403,28995,30810,28617,21721,14711,7781,2616,162511
50601,163,591,1031,895,664,587,433,242,67,4667,114,747,1459,1338,944,775,390,117,26,5919,68,572,1886,1827,1223,975,344,71,22,6974,27,313,1534,1512,1026,708,237,39,9,5396,8,154,1235,1457,972,672,165,43,3,4721,3,92,709,1069,724,505,91,22,3,3229,9,92,1097,1989,1321,881,140,15,3,5543,0,12,168,432,322,171,38,3,0,1143,0,10,158,428,368,207,50,30,9,1254,344,356,886,892,728,545,374,306,187,4612,5404,5350,14140,15526,11039,9336,7019,3289,1006,72096
50602,96,615,1025,670,419,419,400,186,91,3928,62,721,1521,813,616,565,369,112,33,4820,47,660,2136,1229,854,785,322,67,18,6134,12,354,1729,1066,756,622,213,43,7,4808,13,209,1488,1078,731,600,182,23,11,4321,9,87,993,857,592,413,119,18,0,3087,0,145,1674,1931,1434,828,197,15,5,6226,0,15,331,504,402,206,47,6,0,1508,5,15,297,726,593,320,90,23,7,2058,209,467,1204,917,653,551,407,327,284,5012,3126,5725,15720,12221,9070,7947,5790,2880,1318,63786
50603,120,796,1163,841,636,580,620,340,109,5207,96,800,1748,1174,970,788,548,259,95,6471,43,688,2084,1566,1127,948,529,130,36,7162,16,420,1584,1254,1009,801,313,77,21,5500,8,231,1297,1222,1016,754,229,56,23,4833,7,88,784,1002,838,515,148,22,7,3412,0,92,1058,1912,1646,1049,257,32,9,6064,0,13,182,485,410,248,66,9,0,1419,0,16,172,592,678,449,98,24,11,2043,234,515,1052,718,553,466,362,474,583,4961,6072,8103,15390,14301,11957,10281,8341,4849,2191,81486
50604,194,897,1303,1253,1061,763,733,353,100,6649,157,997,1935,1769,1507,1072,565,189,73,8261,60,833,2354,2367,1913,1349,516,118,15,9522,26,418,1720,1856,1509,1090,317,52,11,6992,10,225,1303,1677,1343,928,216,48,20,5780,4,87,762,1243,1025,653,161,11,0,3942,6,102,996,2049,1718,993,175,16,5,6059,0,15,197,468,386,196,47,7,3,1313,4,16,117,454,417,237,54,15,0,1315,466,631,1607,1456,1101,700,564,439,330,7290,7795,8452,17620,19859,16225,12945,10175,5162,1869,100107
50605,136,359,429,440,432,389,499,277,100,3063,74,418,641,605,632,562,385,212,79,3608,45,320,799,887,895,712,410,130,46,4240,13,184,713,750,722,651,274,71,15,3395,8,104,565,726,677,597,178,56,19,2917,0,40,409,579,601,436,157,25,10,2258,3,66,662,1210,1184,784,193,31,9,4141,0,8,167,304,288,172,59,11,3,1013,3,6,139,353,450,330,87,32,8,1421,162,186,396,435,410,386,304,262,164,2702,3608,3163,6450,7970,7889,7218,6227,3593,1292,47399
50606,83,208,309,293,228,211,154,53,13,1557,59,220,469,352,300,233,133,40,6,1816,40,203,596,467,464,348,118,24,3,2258,10,125,496,471,380,262,79,9,0,1821,9,76,464,457,358,275,58,16,0,1706,0,52,321,382,285,186,53,7,0,1275,7,50,511,628,558,354,47,7,4,2171,0,20,99,166,141,100,13,5,0,539,0,4,83,154,186,126,18,5,0,582,109,121,347,383,340,271,151,96,42,1854,1975,1741,4898,4782,4076,3405,2133,955,249,24215
50607,55,318,379,212,214,249,379,223,73,2097,33,339,517,302,289,287,355,149,62,2341,20,323,712,479,352,425,358,129,36,2829,9,241,746,382,337,355,244,77,16,2403,4,123,717,486,390,387,216,54,16,2385,3,53,540,422,334,329,175,42,15,1903,3,50,884,1000,921,666,275,69,16,3876,0,9,203,353,330,242,85,21,6,1253,4,12,226,775,912,596,215,74,17,2822,84,174,407,273,250,261,278,315,414,2463,2471,3465,6604,5723,5276,5155,4773,2503,1233,37202
50701,202,803,1070,1028,843,823,656,313,108,5838,154,931,1640,1345,1167,973,551,165,58,6981,66,798,2365,1769,1629,1269,498,125,24,8545,23,513,2002,1683,1406,1042,351,58,4,7073,8,243,1896,1649,1476,1010,256,39,9,6589,7,114,1346,1524,1158,730,161,27,0,5058,0,148,1999,3000,2460,1340,271,34,7,9259,0,25,409,740,522,297,59,7,7,2063,0,12,315,865,796,428,114,15,6,2565,267,377,994,943,757,581,493,483,410,5316,6378,7320,17653,18277,15520,12579,9066,4655,1782,93241
50702,44,231,307,249,219,281,365,185,44,1910,35,185,422,324,285,333,344,155,30,2107,12,146,588,416,386,493,313,121,19,2491,8,129,546,384,399,389,190,72,16,2130,3,59,546,468,433,382,173,54,13,2140,6,22,394,385,369,325,153,42,11,1704,6,43,693,962,934,733,235,49,8,3663,0,5,154,292,309,257,76,20,4,1122,3,8,152,618,728,541,166,78,7,2300,96,161,441,367,375,303,292,258,311,2601,1982,2156,5303,5448,5556,5531,4455,2407,1107,33939
50703,75,304,539,453,357,227,152,71,21,2203,40,379,775,633,510,318,151,45,10,2855,33,328,953,809,639,450,118,17,0,3348,14,176,780,746,521,336,80,10,0,2667,9,81,631,730,468,294,47,9,10,2278,0,48,403,543,360,188,31,0,0,1583,0,69,556,867,634,307,59,5,0,2494,0,8,133,171,132,54,12,0,0,512,0,7,80,169,128,73,16,4,5,471,207,320,959,777,479,286,195,94,36,3363,2620,3020,7857,7718,5670,4134,2717,1314,416,35457
50704,142,599,625,597,604,680,1026,632,249,5160,95,550,825,832,817,876,919,454,180,5542,49,593,1253,1099,1096,1101,908,354,127,6575,18,386,1198,1073,1054,908,624,200,46,5490,10,223,1245,1124,1088,993,516,137,71,5401,0,83,922,925,1000,839,346,81,46,4246,9,90,1503,2427,2474,1849,575,117,53,9115,0,18,340,786,781,516,153,53,18,2669,4,17,366,1615,1980,1277,370,119,27,5780,228,281,569,557,555,543,487,485,521,4229,6691,6374,11181,13737,14104,13415,12123,6774,3363,87766
50705,280,892,1261,1109,1044,932,831,444,130,6929,186,938,1612,1397,1253,1085,573,239,67,7350,127,845,1995,1844,1806,1431,557,153,41,8798,69,610,1812,1495,1422,1130,340,67,13,6952,22,370,1596,1492,1571,1140,267,56,36,6562,22,175,1146,1258,1270,902,131,19,7,4934,12,232,1915,2694,2704,1707,256,24,8,9540,0,30,376,662,692,401,53,6,4,2230,3,22,268,668,731,496,81,24,11,2313,491,700,1484,1337,1179,890,633,611,411,7731,8784,8106,18324,18382,17886,15559,10901,6210,2083,106248
50901,154,353,522,532,582,692,622,363,101,3915,109,418,658,675,743,804,538,224,93,4263,66,352,872,825,881,988,490,149,33,4659,14,165,551,598,706,614,293,75,19,3035,3,80,462,540,669,575,196,76,39,2640,4,38,321,377,481,418,159,49,12,1850,0,38,333,626,803,657,184,43,16,2696,0,8,72,122,153,145,45,10,8,574,0,7,80,165,259,242,118,42,12,922,323,228,657,665,708,700,650,486,332,4745,3654,2587,6315,6934,8013,9084,8126,4420,1644,50772
50902,128,268,364,390,431,484,547,266,73,2949,92,319,531,471,632,672,418,160,39,3332,53,270,623,587,715,835,411,134,30,3652,22,158,461,503,541,645,232,66,16,2637,17,101,416,435,559,571,230,62,12,2406,6,42,259,386,435,449,148,24,5,1756,6,58,459,635,863,792,227,32,8,3073,4,15,98,165,200,197,49,17,8,744,3,13,72,190,254,222,109,30,15,912,336,319,812,822,1014,1073,895,553,245,6065,2781,2283,5560,6125,7536,9141,8072,3947,1196,46644
50903,48,92,162,152,160,182,176,80,36,1085,34,115,177,195,214,232,162,64,13,1195,25,103,246,252,260,321,164,51,11,1440,8,62,166,162,155,212,105,25,7,908,3,44,186,152,200,222,83,24,5,920,4,22,105,150,173,156,41,22,0,675,4,25,141,229,291,253,97,24,0,1060,0,0,17,66,67,62,27,0,0,249,3,0,25,49,88,74,49,22,6,317,119,104,218,277,307,339,292,207,105,1966,891,836,1943,2226,2586,2989,2561,1351,471,15859
51001,64,131,270,219,175,146,98,27,3,1137,55,187,461,292,232,180,107,21,12,1542,35,202,559,404,343,324,121,22,0,2003,12,165,502,402,357,301,74,15,0,1831,5,55,509,438,341,270,84,6,5,1723,5,51,345,340,280,226,67,5,0,1309,3,32,465,581,551,363,99,9,0,2105,0,7,71,112,108,79,23,0,0,400,0,8,63,161,156,96,33,13,0,533,438,436,1139,892,871,661,349,122,52,4961,2175,2235,6066,5272,4658,3773,1958,607,139,26876
51002,51,64,134,117,80,60,28,0,0,532,43,89,174,130,97,95,28,0,3,658,48,142,320,223,177,117,36,4,0,1074,31,159,361,264,203,132,33,0,0,1190,19,121,435,307,228,174,25,0,0,1319,10,93,410,301,242,193,37,0,0,1284,6,136,931,987,686,440,58,3,0,3250,0,20,380,367,269,184,25,5,0,1256,3,16,293,469,288,199,17,0,0,1292,200,324,1191,1016,791,586,140,29,7,4293,1200,1489,5394,4851,3497,2645,716,157,39,19985
51003,48,84,162,155,129,69,30,11,0,694,54,130,219,237,152,100,38,8,0,943,53,178,375,313,223,152,31,0,0,1339,28,128,345,273,242,151,34,5,0,1207,14,107,402,347,269,174,29,0,0,1343,6,64,400,400,287,181,52,3,0,1403,13,162,992,1109,844,496,54,0,0,3671,0,39,342,406,320,176,28,0,0,1309,0,19,402,713,448,223,40,0,0,1846,260,341,1161,1105,755,520,157,43,6,4341,1455,1542,5629,5841,4161,2611,775,186,19,22223
51101,45,100,121,114,138,126,110,80,23,864,16,105,176,148,158,163,89,46,13,918,14,67,206,190,224,224,114,26,6,1078,9,67,151,159,170,146,55,18,8,784,4,41,165,150,175,152,33,20,7,743,0,24,118,114,141,110,41,17,0,567,5,28,173,257,287,209,40,27,6,1047,0,5,45,58,60,44,9,5,6,231,3,8,34,71,108,74,31,18,5,350,121,103,195,208,266,258,209,155,54,1576,885,749,1852,1905,2190,2219,1705,1039,315,12856
51102,26,65,147,74,75,86,63,15,5,562,23,74,181,121,101,95,56,27,4,695,5,56,203,118,145,120,62,13,4,723,0,30,110,114,118,74,38,7,0,501,0,19,95,86,101,79,21,5,0,410,0,8,72,84,83,68,20,0,0,332,0,13,89,149,147,118,30,0,0,537,0,0,16,23,27,32,6,0,0,104,0,0,19,43,41,37,16,0,0,147,94,110,224,198,215,172,137,99,22,1269,445,533,1432,1271,1335,1322,953,410,90,7794
51103,95,196,256,233,200,179,135,61,10,1355,104,235,316,267,285,253,99,27,4,1593,68,266,424,354,395,368,118,20,0,2014,49,230,434,368,347,265,84,12,0,1789,34,208,541,391,408,348,94,12,0,2038,10,161,496,416,400,299,73,7,0,1861,8,202,1011,1027,905,729,136,5,0,4023,0,24,296,346,275,181,28,0,0,1149,3,12,183,295,303,192,42,4,0,1033,297,480,1152,941,839,694,354,140,32,4947,2092,2642,6379,5744,5261,4655,2404,871,236,30285
51104,146,318,442,389,435,454,424,212,70,2888,95,348,523,507,574,602,331,108,35,3120,38,273,666,597,698,729,344,94,17,3452,17,162,517,516,547,520,217,56,7,2558,4,139,526,503,588,494,163,52,25,2492,7,68,368,432,466,401,137,22,5,1906,8,88,591,806,1006,709,199,35,7,3448,0,12,107,190,232,174,38,16,0,763,5,12,95,206,281,203,88,37,6,920,406,385,976,1025,941,891,703,473,270,6074,3142,2738,6293,6665,7469,7731,6302,3224,1108,44672
59797,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,6,4,3,5,7,5,0,0,0,27,0,6,8,4,9,0,0,0,0,20,0,0,10,5,7,0,0,0,0,22,0,3,3,9,4,3,0,0,0,25,0,3,17,32,15,12,0,0,0,80,0,3,3,14,0,0,0,0,0,26,0,0,9,17,16,4,0,0,0,49,5,16,46,74,48,21,8,0,0,217,6,31,116,170,109,62,18,0,0,516
59999,4,50,91,42,25,42,28,7,0,289,4,36,102,48,37,47,29,11,5,316,4,30,121,61,45,55,23,0,0,341,0,11,62,52,36,32,18,0,0,205,0,15,48,51,36,31,8,0,0,196,0,5,46,35,21,23,9,0,0,124,0,3,69,72,54,25,4,0,0,234,0,0,17,23,13,11,0,0,0,56,0,6,16,39,18,12,4,0,0,98,52,137,389,422,407,323,201,42,18,1991,261,562,1512,1543,1313,1144,758,155,30,7285
60101,33,140,309,240,207,165,134,58,9,1300,15,173,368,265,249,200,116,36,3,1428,11,165,468,348,316,258,119,19,3,1697,0,66,290,256,244,159,56,9,0,1073,0,42,184,193,201,142,26,0,3,793,0,14,106,130,144,93,21,0,3,502,0,5,99,188,158,109,29,3,0,589,3,0,4,14,29,16,6,0,0,69,4,5,14,30,33,21,10,3,0,115,115,84,180,141,133,124,105,65,12,964,1182,1286,2838,2452,2414,2196,1838,809,186,15191
60102,63,368,707,505,396,517,671,372,135,3732,59,383,1013,743,564,654,582,287,91,4372,31,398,1360,959,828,858,545,205,51,5235,7,190,909,732,742,664,277,82,29,3631,0,71,699,732,741,617,203,65,12,3147,0,21,483,581,592,418,113,22,5,2239,5,7,535,975,1021,687,145,32,15,3417,0,4,66,156,165,141,28,11,0,571,0,8,64,229,242,194,61,24,10,834,163,199,525,474,306,308,352,339,356,3028,3046,3098,8430,7616,7057,7423,6679,3976,1630,48955
60103,69,446,1129,714,513,502,509,271,102,4250,48,471,1560,868,652,636,318,142,60,4747,20,326,1624,1089,869,840,257,87,25,5141,5,174,1016,754,607,520,152,33,9,3277,6,66,646,610,576,467,107,48,15,2543,0,25,366,404,363,265,43,3,0,1469,0,12,333,493,456,324,60,4,0,1681,0,0,24,69,62,36,13,0,0,209,3,7,41,59,66,50,25,19,6,277,199,178,543,368,347,322,347,319,183,2808,2992,3505,10605,7485,6567,6840,5472,3449,1395,48304
60104,55,236,393,305,281,308,448,221,70,2318,33,242,591,451,345,367,303,169,46,2549,14,175,662,569,533,463,337,158,29,2946,6,109,485,518,482,377,192,53,13,2243,7,43,464,497,518,353,143,40,11,2068,5,22,247,421,426,270,87,25,7,1505,0,3,257,672,734,435,99,32,9,2237,0,0,30,104,136,87,29,6,0,396,5,0,44,142,230,140,39,17,5,624,58,77,157,151,153,144,188,142,75,1145,2250,1880,4761,4838,4720,4373,4095,2257,756,29928
60105,50,374,971,392,291,350,512,285,137,3360,27,368,1178,569,429,452,523,235,97,3883,14,344,1400,734,566,609,569,221,70,4525,6,223,984,637,540,512,371,127,24,3437,0,85,672,643,597,518,281,100,37,2927,0,27,490,542,631,431,197,62,12,2391,0,18,632,1085,1247,857,279,82,24,4231,0,3,93,193,290,189,77,37,6,896,0,11,122,433,656,474,202,67,22,1996,115,210,620,321,290,277,268,256,238,2590,2910,4159,10765,6997,6634,6314,5691,3022,1331,47808
60106,30,127,196,214,184,206,179,94,24,1251,18,146,305,240,251,264,144,45,25,1441,9,96,391,308,265,330,135,38,10,1583,5,62,306,239,218,232,61,20,3,1134,0,16,204,196,199,200,56,11,8,883,0,8,122,137,155,122,23,5,0,563,0,5,98,220,201,170,15,0,0,716,0,0,17,19,22,16,4,0,0,81,5,3,12,31,53,29,18,6,0,157,84,57,159,151,128,155,166,99,36,1032,941,894,2356,2272,2267,2794,2373,1087,336,15312
60201,141,685,1309,861,839,796,781,485,142,6045,81,797,1763,1152,1055,1006,579,246,94,6782,27,569,2002,1368,1280,1216,524,157,51,7204,3,259,1281,1029,972,768,288,89,17,4704,4,121,921,836,895,650,214,83,24,3737,0,35,528,692,714,568,133,31,7,2711,0,26,526,933,1091,723,195,49,14,3551,0,4,73,168,193,148,42,18,10,656,3,7,91,289,394,269,112,49,21,1231,267,426,745,459,442,451,497,518,406,4211,5032,5698,13036,10529,10755,10249,9085,5725,2357,72482
60202,42,144,240,220,272,286,286,138,26,1657,28,173,331,259,327,347,188,87,17,1747,10,109,342,307,387,414,176,48,7,1800,0,49,206,225,281,264,90,27,0,1156,0,27,170,179,223,232,71,25,7,933,6,11,77,153,178,162,49,12,0,633,0,8,88,190,254,186,41,8,0,776,0,4,13,44,34,28,8,0,0,135,12,0,19,34,46,60,24,7,4,208,80,64,150,144,188,264,268,171,46,1381,1262,1101,2340,2433,3138,4061,3719,1836,474,20367
60203,84,243,430,359,393,530,487,249,50,2818,39,276,469,404,494,594,317,107,36,2733,16,190,583,455,597,616,274,95,9,2838,8,96,342,357,407,379,124,33,8,1754,5,43,270,307,321,323,122,40,15,1441,4,16,155,218,249,246,65,15,7,981,0,14,158,302,338,282,78,18,3,1187,0,0,29,41,50,38,26,9,0,196,0,5,20,62,92,100,56,26,4,370,175,112,234,297,343,439,448,310,223,2588,1941,1678,3919,4015,5066,6625,6134,3042,912,33327
60301,19,91,107,130,153,168,105,39,3,811,15,93,151,163,191,163,90,21,3,898,6,88,188,189,225,212,86,14,4,1000,0,29,131,150,151,129,38,11,0,636,0,23,102,114,131,115,36,11,5,534,0,11,46,58,79,78,17,0,0,283,0,4,37,76,79,82,26,3,0,311,0,0,7,14,20,16,8,4,0,65,0,0,4,11,27,25,25,7,0,108,96,60,105,118,144,166,158,76,22,937,741,667,1264,1433,1723,2096,1630,679,148,10374
60302,37,82,186,220,225,261,247,112,16,1388,16,131,255,264,256,302,166,72,17,1461,21,106,284,303,358,325,173,43,10,1618,3,29,206,240,256,204,82,25,0,1047,3,14,131,211,214,213,64,18,7,876,3,4,63,150,154,121,49,0,0,548,0,4,76,162,213,174,48,11,0,696,0,0,6,27,47,42,11,3,0,144,0,0,12,53,56,50,29,14,0,216,83,64,174,157,173,252,241,155,75,1382,1070,868,2054,2523,2901,3599,3250,1438,388,18097
60303,6,30,80,52,66,115,131,62,12,560,14,14,109,87,79,121,92,19,8,552,0,31,118,79,100,145,66,37,0,570,0,11,48,58,59,77,49,13,0,308,0,0,31,50,52,76,33,14,0,258,0,4,20,31,33,43,18,4,0,151,0,5,14,31,44,55,33,11,3,189,0,0,3,9,3,15,14,0,6,47,0,0,0,13,14,21,14,4,3,81,29,16,76,67,58,119,129,85,48,632,264,205,700,708,862,1538,1608,750,200,6825
60401,93,418,556,465,466,545,512,284,107,3431,51,444,654,526,615,659,323,136,39,3452,18,292,725,661,716,741,313,83,17,3561,0,148,513,512,533,518,143,40,6,2413,3,66,441,432,490,431,110,32,18,2022,0,39,295,336,360,326,87,11,0,1451,0,40,322,437,501,419,77,9,0,1812,0,5,29,56,91,61,17,5,0,275,0,3,53,107,147,150,56,19,0,533,210,158,304,316,398,365,402,348,198,2702,2873,2689,5557,5374,6280,7296,6334,3834,1386,41625
60402,79,316,632,427,503,534,478,267,75,3319,49,372,823,585,598,654,384,160,41,3658,23,286,800,612,771,683,335,89,26,3625,5,154,535,460,527,453,188,32,7,2365,3,68,385,465,434,408,135,47,6,1946,4,28,249,300,387,303,63,16,0,1342,0,11,253,431,547,371,73,20,11,1706,0,3,24,61,72,59,30,3,0,247,0,4,30,67,117,91,40,26,3,381,157,126,345,278,356,413,458,361,179,2667,2566,2364,5689,5086,6206,7000,6625,3680,1196,40404
60403,41,86,176,144,180,186,131,73,17,1035,32,117,274,198,230,210,116,50,11,1237,11,83,260,229,247,276,121,17,6,1243,6,64,171,186,156,179,53,15,0,831,0,27,135,166,171,157,50,12,4,719,0,18,109,96,102,111,31,4,0,481,0,14,118,141,189,163,37,12,0,682,0,0,16,35,34,28,8,0,0,123,4,3,16,41,60,43,21,11,0,199,99,83,199,197,209,232,212,135,63,1433,899,801,2111,1993,2403,2787,2304,1049,306,14662
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,4,7,0,0,0,0,19
69999,0,10,17,15,15,10,3,0,0,65,3,5,22,13,15,6,4,0,0,65,0,3,11,15,9,6,8,0,0,56,0,4,7,0,9,7,4,0,0,35,0,0,8,0,5,3,0,0,0,16,0,0,0,3,7,0,0,0,0,15,0,0,6,3,9,10,0,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,16,18,34,24,32,52,64,4,0,247,95,119,228,198,203,199,163,31,3,1248
70101,35,166,416,186,93,117,110,44,8,1182,48,221,702,338,192,129,130,49,9,1808,27,315,1006,493,274,226,111,55,4,2505,11,311,845,430,274,187,125,44,6,2222,7,144,846,428,292,233,96,32,6,2084,0,67,541,354,287,228,81,16,0,1573,0,44,714,779,718,506,150,23,4,2949,0,3,96,164,173,158,59,8,0,662,0,0,76,274,335,278,91,21,5,1085,100,273,748,391,305,261,155,76,54,2369,1028,2018,6943,4447,3350,2894,1775,705,182,23342
70102,75,315,601,436,308,251,280,139,25,2442,71,349,949,633,484,437,347,129,18,3415,61,402,1285,904,709,565,354,85,10,4382,25,269,1057,814,631,455,187,41,0,3477,6,126,938,876,703,525,164,41,5,3389,0,61,664,756,576,396,129,25,3,2599,4,37,813,1412,1263,819,176,26,0,4556,0,6,103,249,222,178,37,3,0,804,9,7,100,332,372,238,77,12,3,1143,283,282,816,733,610,452,324,150,48,3697,3103,3150,9330,8561,7070,5791,4128,1770,397,43305
70103,68,81,105,106,117,131,123,36,10,779,62,174,182,142,195,202,119,41,5,1117,50,219,305,224,307,300,91,31,0,1514,23,198,304,272,290,198,76,16,0,1381,0,83,289,328,336,259,61,9,0,1364,3,26,199,224,301,189,37,3,0,983,0,19,271,508,573,335,67,5,0,1786,0,0,45,89,126,70,13,3,0,343,0,4,43,109,153,77,35,0,0,417,178,277,666,631,561,362,252,75,15,3019,1258,1360,2813,3019,3388,2875,1794,582,97,17179
70104,96,250,385,239,176,146,91,36,19,1445,70,341,648,402,301,206,108,23,5,2112,56,392,983,706,497,337,111,12,4,3118,23,345,871,680,444,279,71,5,0,2717,10,163,793,727,501,270,71,8,0,2538,0,69,545,533,428,214,37,3,0,1836,3,39,661,991,812,421,61,10,0,3003,0,4,78,186,167,75,12,0,0,519,0,7,58,161,161,83,18,3,0,492,197,261,714,588,421,274,158,72,30,2721,2265,2514,6870,6076,4591,3079,1676,556,159,27783
70201,84,193,324,232,146,139,117,54,16,1313,94,229,579,333,238,191,132,53,25,1871,43,210,855,497,408,364,141,32,3,2545,15,166,740,481,394,330,104,9,0,2239,10,97,629,516,404,345,91,10,0,2091,0,36,404,351,337,265,75,6,0,1479,0,32,458,628,589,520,113,6,0,2349,0,0,80,126,129,94,21,4,0,456,0,5,64,146,168,164,53,0,0,600,279,303,890,673,531,416,204,80,21,3389,2254,2258,6930,5614,4588,3975,2126,735,202,28672
70202,21,23,24,20,17,21,10,4,0,137,28,39,66,37,22,21,15,0,0,226,11,51,77,51,38,49,25,3,0,310,4,23,76,38,36,28,6,0,0,222,0,13,59,29,39,25,9,0,0,176,0,7,44,28,28,23,15,5,0,149,0,9,64,52,58,54,10,0,0,245,0,0,8,8,11,8,0,0,0,34,0,0,0,8,11,9,3,0,0,36,80,41,123,93,85,63,40,6,0,531,380,403,989,698,615,553,301,81,14,4031
