SED_CODE_2021,A75_84_L_PinE_NS_19,A75_84_L_PinE_NS_20,A75_84_L_PinE_NS_21,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B_05,A75_84_T_05_10,A75_84_T_11_15,A75_84_T_16,A75_84_T_17,A75_84_T_18,A75_84_T_19,A75_84_T_20,A75_84_T_21,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B_05,A85ov_SEO_05_10,A85ov_SEO_11_15,A85ov_SEO_16,A85ov_SEO_17,A85ov_SEO_18,A85ov_SEO_19,A85ov_SEO_20,A85ov_SEO_21,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_UOLSE_VWW_B_05,A85ov_UOLSE_VWW_05_10,A85ov_UOLSE_VWW_11_15,A85ov_UOLSE_VWW_16,A85ov_UOLSE_VWW_17,A85ov_UOLSE_VWW_18,A85ov_UOLSE_VWW_19,A85ov_UOLSE_VWW_20,A85ov_UOLSE_VWW_21,A85ov_UOLSE_VWW_YNS,A85ov_UOLSE_VWW_T,A85ov_UOLSE_NWNAA_B_05,A85ov_UOLSE_NWNAA_05_10,A85ov_UOLSE_NWNAA_11_15,A85ov_UOLSE_NWNAA_16,A85ov_UOLSE_NWNAA_17,A85ov_UOLSE_NWNAA_18,A85ov_UOLSE_NWNAA_19,A85ov_UOLSE_NWNAA_20,A85ov_UOLSE_NWNAA_21,A85ov_UOLSE_NWNAA_YNS,A85ov_UOLSE_NWNAA_T,A85ov_UOLSE_PinE_NS_B_05,A85ov_UOLSE_PinE_NS_05_10,A85ov_UOLSE_PinE_NS_11_15,A85ov_UOLSE_PinE_NS_16,A85ov_UOLSE_PinE_NS_17,A85ov_UOLSE_PinE_NS_18,A85ov_UOLSE_PinE_NS_19,A85ov_UOLSE_PinE_NS_20,A85ov_UOLSE_PinE_NS_21,A85ov_UOLSE_PinE_NS_YNS,A85ov_UOLSE_PinE_NS_T,A85ov_UOLSE_T_B_05,A85ov_UOLSE_T_05_10,A85ov_UOLSE_T_11_15,A85ov_UOLSE_T_16,A85ov_UOLSE_T_17,A85ov_UOLSE_T_18,A85ov_UOLSE_T_19,A85ov_UOLSE_T_20,A85ov_UOLSE_T_21,A85ov_UOLSE_T_YNS,A85ov_UOLSE_T_T,A85ov_L_PinE_NS_B_05,A85ov_L_PinE_NS_05_10,A85ov_L_PinE_NS_11_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_17,A85ov_L_PinE_NS_18,A85ov_L_PinE_NS_19,A85ov_L_PinE_NS_20,A85ov_L_PinE_NS_21,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B_05,A85ov_T_05_10,A85ov_T_11_15,A85ov_T_16,A85ov_T_17,A85ov_T_18,A85ov_T_19,A85ov_T_20,A85ov_T_21,A85ov_T_YNS,A85ov_T_T,T_SEO_B_05,T_SEO_05_10,T_SEO_11_15,T_SEO_16,T_SEO_17,T_SEO_18,T_SEO_19,T_SEO_20,T_SEO_21,T_SEO_YNS,T_SEO_T,T_UOLSE_VWW_B_05,T_UOLSE_VWW_05_10,T_UOLSE_VWW_11_15,T_UOLSE_VWW_16,T_UOLSE_VWW_17,T_UOLSE_VWW_18,T_UOLSE_VWW_19,T_UOLSE_VWW_20,T_UOLSE_VWW_21,T_UOLSE_VWW_YNS,T_UOLSE_VWW_T,T_UOLSE_NWNAA_B_05,T_UOLSE_NWNAA_05_10,T_UOLSE_NWNAA_11_15,T_UOLSE_NWNAA_16,T_UOLSE_NWNAA_17,T_UOLSE_NWNAA_18,T_UOLSE_NWNAA_19,T_UOLSE_NWNAA_20,T_UOLSE_NWNAA_21,T_UOLSE_NWNAA_YNS,T_UOLSE_NWNAA_T,T_UOLSE_PinE_NS_B_05,T_UOLSE_PinE_NS_05_10,T_UOLSE_PinE_NS_11_15,T_UOLSE_PinE_NS_16,T_UOLSE_PinE_NS_17,T_UOLSE_PinE_NS_18,T_UOLSE_PinE_NS_19,T_UOLSE_PinE_NS_20,T_UOLSE_PinE_NS_21,T_UOLSE_PinE_NS_YNS,T_UOLSE_PinE_NS_T,T_UOLSE_T_B_05,T_UOLSE_T_05_10,T_UOLSE_T_11_15,T_UOLSE_T_16,T_UOLSE_T_17,T_UOLSE_T_18,T_UOLSE_T_19,T_UOLSE_T_20,T_UOLSE_T_21,T_UOLSE_T_YNS,T_UOLSE_T_T,T_L_PinE_NS_B_05,T_L_PinE_NS_05_10,T_L_PinE_NS_11_15,T_L_PinE_NS_16,T_L_PinE_NS_17,T_L_PinE_NS_18,T_L_PinE_NS_19,T_L_PinE_NS_20,T_L_PinE_NS_21,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B_05,T_T_05_10,T_T_11_15,T_T_16,T_T_17,T_T_18,T_T_19,T_T_20,T_T_21,T_T_YNS,T_T_T
SED10026,0,0,0,0,3,476,11,3,0,4,0,7,5,0,23,530,100,0,0,0,0,0,0,0,0,17,119,28,0,0,0,0,0,0,0,0,0,35,11,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,4,43,0,0,0,0,0,0,0,0,0,4,4,143,0,0,0,0,0,0,0,0,22,171,2224,262,294,55,47,72,75,33,21,153,3235,537,661,911,321,345,301,275,93,57,54,3547,65,34,39,13,10,19,41,21,10,12,267,6,0,5,0,0,4,0,0,0,0,17,601,701,948,332,354,325,314,113,68,67,3826,12,0,0,0,0,0,0,0,4,149,160,2838,966,1243,384,402,396,391,147,92,377,7229
SED10027,0,0,0,29,29,1823,60,41,9,8,5,9,13,0,86,2043,173,0,0,0,0,0,0,0,0,20,191,277,3,0,0,0,0,0,0,0,11,290,291,20,8,0,0,3,0,0,0,17,338,4,0,0,0,0,0,0,0,0,0,3,573,23,8,0,0,3,6,0,0,26,637,0,0,0,0,0,0,0,0,0,41,41,749,23,8,0,0,3,6,0,0,88,871,4041,567,510,76,80,86,69,41,21,158,5649,10482,2642,1904,415,435,357,358,124,20,277,17022,3382,681,655,169,162,127,183,85,33,154,5632,25,5,4,0,0,0,0,0,0,7,47,13890,3327,2567,587,599,483,539,209,55,438,22702,8,6,0,0,0,0,0,0,0,121,138,17948,3903,3079,662,685,572,610,246,77,712,28486
SED10028,0,0,0,67,77,1775,167,106,15,20,15,25,20,4,116,2263,331,9,5,0,0,0,0,0,0,60,406,161,10,4,0,0,0,0,0,0,11,193,211,28,13,5,0,0,7,5,0,10,277,0,0,0,0,0,0,0,0,0,8,7,373,40,21,5,0,0,7,3,0,29,472,7,5,0,0,0,0,0,0,0,87,98,714,52,24,3,0,5,5,3,0,173,977,5990,1132,845,187,203,211,230,137,38,173,9152,14191,5383,4258,1146,1286,1213,1196,485,193,294,29647,2274,1033,1055,246,243,255,437,193,64,125,5922,23,0,0,5,4,3,4,0,3,13,65,16491,6417,5307,1394,1529,1473,1635,678,260,441,35626,21,18,7,0,0,0,0,0,0,213,260,22501,7560,6166,1579,1739,1683,1873,812,299,825,45039
SED10029,0,0,0,89,89,2737,136,151,92,72,30,55,12,0,183,3479,118,0,0,0,0,0,0,0,0,6,128,274,3,7,0,0,0,0,0,0,14,296,688,39,33,18,8,6,4,0,0,56,853,4,0,0,0,0,0,0,0,0,9,16,961,43,40,18,12,6,7,0,0,80,1162,4,0,0,0,0,0,0,0,0,115,120,1082,43,40,18,10,6,7,0,0,208,1412,2775,374,319,79,71,53,47,23,10,142,3895,14927,3452,3868,1899,1288,884,1216,359,23,563,28487,9436,2087,2710,1666,1170,735,1380,394,67,539,20187,64,13,15,9,10,10,16,4,0,42,176,24430,5546,6588,3581,2466,1633,2617,751,96,1136,48847,14,6,3,5,0,0,3,0,0,344,379,27218,5927,6913,3663,2536,1690,2663,783,108,1621,53117
SED10030,0,0,0,12,18,1401,50,18,4,0,4,0,3,0,68,1557,373,9,3,0,0,0,4,0,0,39,430,74,0,5,0,0,0,0,0,0,5,79,37,0,6,0,0,0,0,0,0,3,51,0,0,0,0,0,0,0,0,0,0,0,113,0,7,0,0,0,0,0,0,9,131,0,0,0,0,0,0,0,0,0,23,23,490,9,11,0,0,0,4,0,0,72,582,6867,1142,718,133,112,93,103,73,17,287,9546,2144,983,1060,270,267,264,215,112,14,84,5425,301,125,144,47,33,41,62,17,3,20,784,11,0,3,0,0,0,0,0,0,5,26,2461,1112,1206,311,300,308,278,136,18,105,6232,7,0,0,0,0,0,0,0,0,57,71,9334,2253,1924,451,414,396,384,208,41,448,15843
SED10031,0,0,0,3,8,1040,22,13,3,5,3,0,0,0,61,1150,211,3,0,0,0,0,0,0,0,23,236,31,0,0,0,0,0,0,0,0,5,34,10,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,3,41,0,0,0,0,0,0,0,0,10,55,0,0,0,0,0,0,0,0,0,9,9,258,6,0,0,0,0,0,0,0,39,300,5232,553,319,46,50,39,97,36,25,260,6654,1044,419,515,121,113,132,190,52,29,50,2663,111,47,41,0,13,15,52,17,19,19,336,4,0,0,0,0,0,0,0,0,0,10,1156,463,555,127,127,151,239,64,50,71,3005,18,0,3,0,0,0,0,3,0,104,124,6402,1014,881,172,178,192,330,101,73,439,9780
SED10032,0,0,0,0,8,2236,86,76,17,14,11,25,9,0,60,2526,125,0,0,0,0,0,0,0,0,18,138,263,3,0,0,0,0,0,0,0,15,284,370,17,12,3,0,0,5,3,0,26,432,0,0,0,0,0,0,0,0,0,0,6,637,22,12,4,0,0,4,3,0,45,723,0,0,0,0,0,0,0,0,0,0,0,763,24,12,4,0,0,4,3,0,59,865,3589,632,626,204,204,244,258,86,33,172,6050,13491,6080,6598,2054,2475,3192,2907,965,296,619,38684,4390,1337,1604,384,454,471,565,239,113,287,9837,42,9,14,3,4,14,13,6,3,12,132,17928,7423,8219,2438,2935,3673,3494,1211,409,921,48652,18,9,12,6,6,16,6,3,0,76,150,21533,8063,8864,2648,3140,3940,3767,1297,441,1169,54854
SED10033,0,0,0,7,9,1137,19,14,0,0,0,9,0,0,69,1248,188,0,0,0,0,0,0,0,0,28,219,97,0,0,0,0,0,0,0,0,12,106,37,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,17,156,0,0,0,0,0,0,0,0,0,9,9,322,5,4,0,0,0,0,0,0,56,387,5517,519,406,70,71,68,42,20,11,210,6935,1962,369,401,143,133,140,127,37,8,66,3385,290,56,51,21,16,21,12,8,4,17,491,11,0,0,0,0,0,0,0,0,0,13,2261,423,452,166,155,155,134,45,8,86,3883,6,0,0,0,0,0,0,0,0,30,33,7782,944,853,240,223,223,182,63,20,330,10854
SED10034,0,0,0,25,27,1082,26,19,4,5,5,3,0,0,60,1210,200,3,3,0,0,0,0,0,0,19,230,82,0,0,0,0,0,0,0,0,4,93,40,0,0,0,0,0,0,0,0,4,47,0,0,0,0,0,0,0,0,0,0,0,125,5,0,0,0,0,0,0,0,10,144,12,0,0,0,0,0,0,0,0,50,65,334,5,5,0,0,0,0,0,0,75,432,5642,911,671,106,85,77,79,26,23,136,7758,2349,798,657,146,111,109,105,29,9,58,4367,295,77,77,17,10,21,50,10,3,13,575,0,0,0,0,0,3,0,0,0,0,11,2645,875,730,163,126,134,156,39,14,73,4954,23,0,0,0,0,0,0,0,0,96,117,8313,1781,1401,270,204,213,237,62,37,309,12829
SED10035,0,0,0,17,15,2029,56,31,5,8,14,8,14,3,86,2251,117,0,3,0,0,0,0,0,0,6,129,295,5,0,0,0,0,0,0,0,19,321,396,7,0,0,0,0,0,5,0,16,430,0,0,0,0,0,0,0,0,0,0,9,697,9,0,0,0,0,0,5,0,34,751,0,0,0,0,0,0,0,0,0,12,12,811,14,8,0,0,0,4,5,0,53,893,7673,2445,3417,1037,1081,1219,1367,543,158,302,19248,10018,4473,6398,2330,2714,3115,3355,1232,217,530,34378,2419,406,563,189,296,388,605,231,43,174,5316,22,5,3,7,0,0,0,7,0,13,58,12452,4883,6967,2516,3015,3499,3965,1464,263,718,39751,7,8,7,8,6,6,7,0,0,77,117,20136,7328,10394,3565,4102,4727,5339,2010,416,1101,59113
SED10036,0,0,0,87,87,1738,89,57,12,10,6,19,8,0,137,2078,153,0,0,0,0,0,0,0,0,14,175,196,0,0,0,0,0,0,0,0,14,217,284,20,7,4,5,0,0,0,0,20,341,3,0,0,0,0,0,0,0,0,0,9,483,19,8,4,5,0,0,0,0,31,561,0,0,0,0,0,0,0,0,0,116,118,638,21,8,4,5,0,0,0,0,158,845,4692,635,459,95,94,75,85,52,7,152,6355,12994,3670,2463,655,490,447,434,151,37,294,21631,2798,693,767,254,158,160,250,61,20,138,5298,34,3,6,0,4,0,5,0,0,4,56,15829,4371,3236,912,653,606,685,205,61,434,26990,12,0,3,0,0,0,0,0,0,289,307,20535,5009,3703,1009,747,682,773,264,69,878,33653
SED10037,0,0,0,12,16,1669,88,84,16,19,12,15,12,0,49,1973,244,8,3,0,0,0,0,0,0,5,262,148,10,5,0,0,0,0,0,0,6,162,153,9,8,0,0,0,3,6,0,3,178,3,0,0,0,0,0,0,0,0,0,7,298,21,7,0,0,0,4,3,0,6,344,7,0,0,0,0,0,0,0,0,10,12,550,26,16,0,0,0,4,3,0,17,618,7672,1421,981,230,138,129,126,54,29,146,10923,7019,3563,2867,708,635,660,624,180,62,147,16456,1116,462,492,126,121,123,225,90,33,52,2846,9,4,4,3,0,0,5,3,0,7,29,8148,4027,3362,839,754,783,853,270,92,205,19333,10,5,6,0,0,0,0,0,0,61,81,15827,5455,4348,1066,890,915,977,328,123,411,30345
SED10038,0,0,0,33,38,1594,15,11,4,0,0,9,3,0,75,1721,329,3,0,0,0,0,0,0,0,28,356,226,0,0,0,0,0,0,0,0,14,246,120,3,0,0,0,0,0,0,0,17,137,3,0,0,0,0,0,0,0,0,6,8,347,3,0,0,0,0,0,0,0,38,388,8,0,0,0,0,0,0,0,0,46,49,681,5,0,0,0,0,0,0,0,112,800,6147,797,656,106,109,96,127,86,22,183,8331,3105,673,803,237,234,289,361,207,9,104,6030,566,57,106,46,18,40,55,23,12,44,966,11,0,0,0,0,0,0,0,0,4,21,3687,729,912,288,248,320,423,230,23,157,7013,17,4,0,0,0,3,0,0,0,100,124,9851,1533,1570,395,352,422,555,317,42,433,15459
SED10039,0,0,0,15,23,1387,25,10,3,3,0,0,0,0,78,1506,386,4,0,0,0,0,0,0,0,35,434,84,0,0,0,0,0,0,0,0,11,94,16,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,12,116,0,0,0,0,0,0,0,0,0,28,31,497,4,3,0,0,0,0,0,0,77,578,6453,627,477,82,72,61,77,50,8,236,8145,1175,328,368,75,77,85,76,45,7,56,2301,113,32,29,7,7,6,23,5,5,12,242,0,0,0,0,0,0,0,0,0,0,5,1291,356,402,90,85,93,102,51,14,71,2546,10,0,0,0,0,0,0,0,0,175,185,7757,985,881,172,161,154,180,98,22,483,10878
SED10040,0,0,0,118,127,2946,149,134,19,8,24,29,14,0,223,3537,129,0,0,0,0,0,0,0,0,8,143,393,4,0,0,0,0,0,0,0,23,427,723,49,24,5,4,4,0,3,0,92,904,6,0,0,0,0,0,0,0,0,0,8,1121,50,24,5,4,4,0,3,0,124,1339,5,0,0,0,0,0,0,0,0,219,218,1258,50,24,5,5,4,0,3,0,352,1704,3996,716,607,140,178,205,162,70,10,139,6219,14668,4774,4578,1508,2081,2827,2461,636,99,545,34179,5969,1378,1394,302,343,415,551,180,38,367,10933,37,8,7,0,5,5,13,6,4,15,106,20676,6156,5988,1812,2429,3245,3018,821,140,924,45212,17,0,6,3,7,4,8,0,0,496,540,24694,6874,6595,1954,2607,3455,3193,892,148,1555,51970
SED10041,0,0,0,16,22,1876,102,69,15,16,10,34,21,0,72,2204,515,10,6,0,0,0,0,0,0,42,574,222,3,6,0,0,0,0,0,0,32,260,151,18,7,5,5,0,0,0,0,13,198,4,0,0,0,0,0,0,0,0,0,3,373,23,8,7,9,0,0,0,0,49,467,0,0,0,0,0,0,0,0,0,32,31,887,32,11,7,9,0,0,0,0,121,1069,8659,1807,1280,244,251,254,238,143,81,201,13172,9089,4250,3352,822,985,971,880,413,142,229,21137,1236,535,709,184,163,176,333,181,40,109,3666,18,0,3,0,4,3,3,5,0,6,43,10342,4788,4065,1011,1150,1140,1216,596,190,338,24845,15,6,0,0,0,5,0,0,0,90,121,19011,6608,5354,1256,1407,1407,1459,741,268,632,38140
SED10042,0,0,0,21,26,1178,16,12,4,0,0,0,0,0,93,1304,274,0,0,0,0,0,0,0,0,47,321,55,0,0,0,0,0,0,0,0,11,68,20,0,0,0,0,0,0,0,0,14,30,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,23,104,4,0,0,0,0,0,0,0,0,31,32,355,0,0,0,0,0,0,0,0,100,453,5033,516,340,65,62,43,65,35,4,210,6365,1059,403,360,71,84,69,120,33,10,55,2271,104,26,57,12,6,10,17,8,3,21,270,6,0,0,0,0,0,0,0,0,0,6,1172,432,423,84,91,82,134,36,18,80,2548,11,0,0,0,0,0,0,0,0,66,73,6212,951,760,146,153,127,199,70,28,347,8990
SED10043,0,0,0,73,75,2830,93,49,12,3,5,14,4,0,162,3176,74,0,0,0,0,0,0,0,0,14,85,305,3,0,0,0,0,0,4,0,17,327,661,29,9,5,4,0,3,0,0,27,727,4,0,0,0,0,0,0,0,0,0,4,970,26,9,5,4,0,3,4,0,42,1055,0,0,0,0,0,0,0,0,0,115,112,1046,26,5,5,4,0,3,4,0,169,1258,2836,489,428,110,130,107,134,45,18,167,4461,15249,4746,4505,1076,1312,1492,1463,429,128,594,30990,6844,1284,1430,271,319,305,395,143,87,371,11457,43,6,16,6,6,12,24,8,6,19,137,22144,6034,5951,1347,1632,1809,1875,583,218,987,42586,18,6,5,4,0,4,3,0,0,297,343,25004,6531,6391,1462,1760,1918,2015,627,241,1444,47389
SED10044,0,0,0,72,70,1888,47,44,4,9,4,19,4,0,96,2117,232,5,0,0,0,0,0,0,0,6,248,242,3,0,0,0,0,0,0,0,4,248,225,12,7,0,0,0,3,0,0,3,251,4,0,0,0,0,0,0,0,0,0,0,464,14,7,0,0,0,3,0,0,14,501,0,0,0,0,0,0,0,0,0,201,198,701,25,5,0,0,0,3,0,0,217,956,8184,1558,1408,294,286,287,286,159,60,191,12714,7872,2885,2987,789,881,867,864,339,113,169,17767,1291,282,362,102,73,89,180,88,35,59,2568,8,0,6,0,0,4,0,4,5,9,37,9173,3161,3357,894,954,965,1039,424,157,236,20373,9,0,0,4,0,0,3,0,0,352,372,17372,4722,4768,1184,1242,1248,1331,589,223,776,33453
SED10045,0,0,0,5,9,736,14,7,0,0,0,0,0,0,36,796,172,0,0,0,0,0,0,0,0,12,181,40,0,0,0,0,0,0,0,0,4,48,20,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,4,67,5,0,0,0,0,0,0,0,0,14,21,238,0,0,0,0,0,0,0,0,33,264,4639,508,311,60,45,48,61,24,26,230,5953,780,351,375,94,77,97,115,51,26,59,2021,67,23,28,0,13,9,17,8,6,7,181,5,0,0,0,0,6,5,0,0,7,17,851,374,403,95,86,108,139,62,26,77,2222,11,0,0,0,0,0,0,0,0,32,49,5500,888,713,157,133,152,201,86,50,339,8220
SED10046,0,0,0,29,29,1906,148,104,19,23,14,18,20,0,88,2343,73,0,0,0,0,0,0,0,0,3,77,169,7,0,0,0,0,0,0,0,3,179,335,17,32,9,0,0,4,6,0,10,420,0,0,0,0,0,0,0,0,0,0,0,511,27,31,9,0,0,4,6,0,12,600,6,0,0,0,0,0,0,0,0,11,14,584,27,31,9,0,0,4,3,0,28,689,3745,561,546,102,114,133,89,29,12,193,5528,16084,4550,3932,1156,1074,873,1047,299,75,475,29566,5727,1439,1574,493,467,389,579,212,46,246,11167,50,13,11,3,3,0,9,0,4,25,127,21863,6000,5517,1651,1542,1269,1638,515,122,744,40866,19,3,6,0,0,6,0,3,0,157,206,25630,6568,6072,1757,1658,1403,1730,546,136,1085,46598
SED10047,0,0,0,20,26,1600,43,46,9,10,0,28,7,0,57,1797,194,0,0,0,0,0,0,0,0,3,204,130,4,0,0,0,0,0,0,0,5,138,108,3,0,0,0,0,0,0,0,9,118,3,0,0,0,0,0,0,0,0,0,3,239,7,0,0,0,0,0,0,0,7,261,0,0,0,0,0,0,0,0,0,5,5,437,12,3,0,0,0,0,0,0,22,470,6603,1247,1053,224,203,167,167,68,33,288,10056,8095,6770,5251,985,746,713,639,243,66,249,23760,1178,448,482,133,93,92,204,93,24,83,2835,25,5,8,0,0,5,0,0,0,8,58,9299,7230,5735,1117,843,808,845,343,90,335,26648,25,12,10,3,0,5,3,0,0,306,362,15925,8489,6804,1343,1053,977,1017,407,124,934,37066
SED10048,0,0,0,55,59,1553,76,47,8,6,10,22,18,0,127,1857,154,4,0,0,0,0,0,0,0,14,168,110,8,4,0,0,0,0,0,0,4,128,136,20,4,0,0,0,6,0,0,4,166,4,0,0,0,0,0,0,0,0,11,18,250,17,14,0,0,0,6,0,0,28,314,0,0,0,0,0,0,0,0,0,41,38,404,27,11,0,0,0,6,0,0,77,521,6410,1095,846,177,149,176,145,82,32,226,9341,14131,8558,5760,1117,971,880,822,314,74,410,33033,1948,687,628,153,128,162,294,142,37,113,4283,33,11,8,0,0,4,3,0,0,41,99,16106,9257,6401,1271,1104,1052,1119,449,113,561,37415,22,6,8,4,7,3,0,0,0,232,288,22534,10364,7254,1451,1258,1234,1266,530,143,1022,47050
SED10049,0,0,0,6,6,549,10,8,4,0,0,0,3,0,33,610,117,4,3,0,0,0,0,0,0,10,130,29,0,0,0,0,0,0,0,0,0,29,15,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,3,3,160,5,4,0,0,0,0,0,0,13,178,3370,549,472,83,37,66,66,31,12,115,4794,830,804,777,142,124,157,147,42,19,33,3069,107,59,82,15,24,26,42,21,9,15,388,4,0,0,0,0,0,0,0,0,0,5,932,861,858,155,146,186,184,60,27,46,3463,0,0,0,0,0,0,0,0,0,26,27,4307,1413,1329,242,184,249,256,98,33,182,8290
SED10050,0,0,0,13,15,1268,57,24,5,8,0,15,7,0,33,1424,264,3,10,0,0,0,0,0,0,28,311,110,0,0,0,0,0,0,0,0,7,123,60,5,0,5,0,0,0,0,0,4,68,4,0,0,0,0,0,0,0,0,0,3,167,4,0,5,0,0,0,0,0,12,191,0,0,0,0,0,0,0,0,0,3,7,435,15,8,5,0,0,0,0,0,43,505,9543,3062,2864,646,645,644,664,370,122,259,18824,3019,1426,1507,520,560,576,742,280,52,83,8764,325,74,86,33,26,38,64,32,11,23,706,7,0,0,0,0,0,0,0,0,3,15,3352,1501,1591,554,587,613,808,313,63,110,9486,11,0,4,0,5,0,0,0,0,55,76,12904,4561,4462,1201,1240,1257,1474,686,187,424,28380
SED10051,0,0,0,83,94,2497,74,46,5,3,9,18,3,4,150,2809,210,5,5,0,0,0,0,0,0,9,226,369,5,3,0,0,0,0,0,0,11,381,332,13,8,0,0,0,4,0,0,4,357,3,0,0,0,0,0,0,0,0,5,6,703,13,9,0,0,0,4,4,0,11,746,6,0,0,0,0,0,0,0,0,111,119,927,22,12,0,0,0,4,0,0,134,1091,7540,1736,1793,333,365,382,426,167,52,244,13028,9019,2252,2258,783,785,783,819,306,54,211,17266,1856,279,214,60,73,91,178,79,39,84,2948,21,0,0,0,0,3,4,0,5,11,41,10894,2534,2469,849,854,872,1000,382,88,311,20259,26,3,3,0,0,0,0,0,0,438,479,18455,4275,4268,1178,1223,1256,1435,548,142,991,33765
SED10052,0,0,0,14,18,1701,27,19,6,0,0,7,3,0,59,1833,297,4,0,0,0,0,0,0,0,27,328,203,0,0,0,0,0,0,0,0,15,222,138,5,3,0,0,0,0,0,0,13,161,4,0,0,0,0,0,0,0,0,5,7,340,5,3,0,0,0,0,0,0,35,383,8,0,0,0,0,0,0,0,0,14,19,638,4,7,0,0,0,0,0,0,69,733,6142,998,875,166,112,156,116,61,33,162,8832,5432,1302,1105,208,226,176,185,74,25,105,8840,1000,169,184,43,44,47,70,28,9,37,1630,17,0,0,0,0,0,0,3,0,5,27,6440,1472,1290,256,268,218,251,101,42,152,10495,12,5,0,0,0,0,4,0,0,67,93,12604,2473,2172,425,387,381,372,163,75,372,19417
SED10053,0,0,0,0,3,1188,10,10,0,0,0,5,3,0,28,1250,198,0,0,0,0,0,0,0,0,19,224,149,0,0,0,0,0,0,0,0,3,158,66,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,9,230,0,0,0,0,0,0,0,0,0,0,0,419,0,0,0,0,0,3,0,0,33,456,5448,708,568,93,80,94,120,66,42,211,7431,2354,1123,1188,343,415,372,376,128,35,103,6437,319,51,56,28,19,29,84,24,10,24,639,13,0,3,0,0,0,0,3,5,3,28,2682,1169,1250,366,437,400,463,160,47,129,7108,8,0,0,0,0,0,0,0,0,33,45,8137,1879,1823,464,519,495,582,220,92,374,14581
SED10054,0,0,0,8,12,1465,78,49,14,8,3,18,12,0,112,1757,121,0,0,0,0,0,0,0,0,15,130,159,0,3,0,0,0,0,0,0,44,216,173,8,8,0,0,0,0,0,0,99,296,5,0,0,0,0,0,0,0,0,0,5,333,16,10,0,0,0,4,0,0,154,519,0,0,0,0,0,0,0,0,0,0,5,453,16,15,0,0,0,4,0,0,164,654,5149,919,719,140,137,135,104,38,8,233,7585,14239,5797,4288,998,893,869,942,324,45,422,28824,2014,565,593,163,152,124,291,96,42,235,4275,56,4,7,3,4,0,6,3,0,11,101,16307,6365,4887,1169,1049,1002,1234,426,89,667,33197,22,6,13,0,0,3,8,0,0,46,93,21477,7290,5612,1310,1196,1139,1343,467,95,944,40870
SED10055,0,0,0,11,11,1457,30,30,5,9,8,13,5,0,44,1607,106,0,0,0,0,0,0,0,0,0,113,137,0,0,0,0,0,0,0,0,5,149,166,3,0,7,0,0,6,0,0,5,191,0,0,0,0,0,0,0,0,0,0,0,310,5,3,7,0,0,6,0,0,10,335,0,0,0,0,0,0,0,0,0,8,9,419,8,8,7,0,0,6,0,0,21,465,5816,531,452,57,74,35,37,25,8,149,7194,9670,2324,1552,381,308,171,198,58,12,173,14848,1535,337,315,141,79,59,85,41,30,57,2676,36,0,7,0,0,0,0,0,0,0,41,11239,2660,1873,519,391,229,284,95,42,237,17571,7,0,6,0,4,0,0,0,0,50,64,17057,3192,2328,580,467,263,319,123,56,437,24826
SED10056,0,0,0,3,3,828,6,9,0,0,0,0,0,0,53,900,125,0,0,0,0,0,0,0,0,8,134,102,0,0,0,0,0,0,0,0,18,124,122,0,0,0,0,0,0,0,0,11,135,3,0,0,0,0,0,0,0,0,0,3,226,0,0,0,0,0,3,0,0,28,259,0,0,0,0,0,0,0,0,0,3,4,349,0,0,0,0,0,3,0,0,38,399,2479,310,348,76,71,63,140,47,22,187,3746,1405,843,960,328,391,494,591,188,75,153,5425,425,98,163,81,115,204,291,108,22,74,1580,8,0,11,0,5,4,0,0,3,7,39,1844,939,1138,409,505,705,879,301,101,234,7047,3,0,3,0,0,3,8,4,0,18,45,4324,1257,1485,486,575,772,1025,349,118,441,10833
