LGA_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
LGA11520,0,9,6,63,43,37,52,41,12,269,0,4,4,17,30,76,143,251,116,639,10,43,106,486,167,216,223,50,8,1309,28,75,111,1361,213,124,108,69,20,2105,4,8,46,278,62,43,42,13,6,499,3,5,14,321,49,33,27,10,0,460,0,0,0,35,19,14,5,0,0,73,0,9,10,268,108,86,48,33,11,580,3,24,39,282,192,450,883,951,613,3435,0,12,20,97,45,31,14,4,0,222,11,56,170,1329,406,293,173,78,25,2532,0,6,14,118,102,118,109,63,13,543,0,8,48,330,128,90,124,57,20,803,0,0,0,4,11,15,46,38,16,131,0,0,0,35,6,17,17,9,5,87,0,0,7,41,12,9,9,0,3,81,0,3,595,489,18,3,0,0,0,1107,0,6,5,21,17,11,18,15,3,103,8,32,65,349,274,209,123,70,12,1146,0,0,0,21,14,13,13,4,0,64
LGA11570,0,5,19,146,66,64,140,155,67,655,4,76,138,323,348,781,1749,2554,1097,7072,5,45,117,805,280,567,472,79,27,2401,102,395,569,3845,667,459,273,135,55,6509,26,109,320,1717,834,587,421,125,35,4179,3,25,68,358,68,60,28,8,4,631,0,74,170,775,429,281,107,45,17,1902,0,20,13,214,115,84,72,67,28,610,5,13,30,271,181,494,796,1020,603,3418,4,8,25,153,118,55,29,6,3,413,12,42,151,748,536,586,390,268,122,2851,51,315,701,4791,4330,5104,3792,1832,518,21434,26,125,277,1479,472,323,270,85,17,3072,0,0,0,7,19,42,158,162,64,452,0,0,5,86,71,126,118,87,38,533,0,37,120,825,214,142,60,29,0,1425,13,47,1189,2725,185,75,20,7,0,4263,0,0,4,37,16,19,21,35,26,169,27,249,625,1451,657,565,296,78,19,3975,0,8,34,232,284,462,531,272,96,1911
LGA11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,3,45,4,10,0,0,0,72,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,5,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,6,13,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0
LGA11650,0,16,34,164,117,161,325,301,98,1219,0,0,5,10,19,41,106,111,46,341,7,17,23,93,45,84,81,18,5,364,22,134,167,1411,241,150,120,94,29,2362,4,27,45,200,105,57,58,27,11,536,0,6,4,89,36,43,22,15,0,218,0,0,4,16,16,12,4,0,0,53,3,70,38,236,200,186,225,168,47,1176,0,6,14,76,58,153,281,234,121,940,3,34,29,104,88,49,31,10,0,353,3,47,60,307,187,100,69,33,3,810,0,0,11,33,51,68,49,25,11,238,0,6,35,148,86,105,91,29,12,520,0,0,4,15,25,80,294,214,42,666,0,0,3,27,23,33,46,24,16,180,0,0,0,11,9,8,10,15,6,69,0,12,63,440,17,3,0,0,0,533,0,10,17,61,68,113,298,275,117,955,25,183,276,1342,1249,1218,990,442,130,5863,0,0,0,5,6,26,5,6,0,48
LGA11700,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0
LGA11720,0,0,3,9,16,23,64,44,6,164,0,0,0,0,0,0,5,0,0,11,0,6,0,10,7,5,4,0,0,37,0,12,8,108,9,10,12,7,0,171,0,0,0,6,7,0,0,3,0,16,0,0,0,3,0,0,0,5,0,10,0,0,0,9,0,0,0,0,0,7,0,0,0,20,0,13,10,6,0,54,0,0,0,0,0,10,12,10,4,42,0,0,0,0,0,0,3,0,0,13,0,0,0,17,3,3,0,0,0,29,0,0,0,12,13,3,5,0,0,32,0,3,0,21,10,11,6,0,0,48,0,0,0,0,0,6,13,3,0,29,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,5,8,32,0,0,0,0,0,40,0,0,0,0,7,17,41,18,8,92,0,16,30,143,146,120,107,37,3,609,0,0,0,0,0,0,0,0,0,8
LGA11730,0,0,0,21,10,28,56,34,9,159,0,0,0,0,0,3,6,0,3,7,0,0,4,5,7,16,6,0,0,37,0,11,8,100,20,14,22,0,0,168,0,4,0,5,11,0,3,3,0,29,0,0,0,6,3,3,0,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,4,6,9,3,16,0,0,45,0,0,5,9,8,7,9,4,6,47,0,3,0,8,5,4,8,0,0,29,0,0,0,7,0,0,5,0,0,12,0,0,0,0,4,0,0,0,0,4,0,0,0,10,10,6,4,3,0,38,0,0,0,0,0,3,13,6,0,22,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,13,0,3,5,9,10,20,62,35,13,153,7,8,7,105,129,156,152,65,16,655,0,0,0,0,0,0,0,0,0,3
LGA11750,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,20,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,7,0,0,3,25,5,16,3,0,0,56,0,0,0,0,0,0,0,0,0,0
LGA11800,0,4,3,48,47,60,98,102,29,392,0,0,5,0,3,8,9,5,0,24,0,3,4,32,3,8,13,0,3,65,3,62,84,736,158,134,119,34,24,1349,5,4,9,37,9,11,5,8,0,78,0,0,3,6,5,3,0,0,0,17,19,143,65,125,12,9,13,0,0,390,0,4,0,48,29,18,23,21,4,151,0,0,3,24,12,11,36,29,11,131,0,15,11,60,19,6,7,3,0,118,0,0,6,47,5,4,6,0,0,61,0,0,0,4,6,3,0,0,0,19,19,69,29,154,51,27,13,9,3,365,0,0,0,0,0,3,24,15,0,37,0,0,3,0,3,3,0,0,0,12,0,28,86,246,59,22,13,0,0,455,0,0,14,76,0,0,0,0,0,94,0,0,3,15,12,30,88,62,24,240,5,33,54,230,190,239,211,108,33,1109,0,0,0,0,0,0,0,0,0,4
LGA12000,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,11,0,4,0,3,5,7,5,0,0,34,0,0,0,0,0,0,0,0,0,0
LGA12150,0,0,0,4,0,0,4,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,27,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,14,0,0,0,0,0,0,0,0,0,0
LGA12160,0,0,0,5,0,0,10,0,0,24,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,6,16,0,4,0,0,0,29,0,0,0,4,3,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,17,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,0,3,8,0,16,0,3,5,19,22,15,27,10,0,91,0,0,0,0,0,0,0,0,0,0
LGA12350,0,0,0,0,3,4,15,17,0,39,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,3,5,0,0,8,0,4,5,34,7,6,0,0,0,44,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,0,3,0,0,0,12,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,11,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,5,3,0,4,13,11,0,34,0,0,0,16,15,22,14,8,3,82,0,0,0,0,0,0,0,0,0,0
LGA12380,0,5,18,66,37,20,66,61,12,295,0,0,4,20,25,63,165,257,86,624,4,35,72,422,139,363,205,28,7,1270,395,2016,1730,12524,1717,809,474,194,68,19929,0,28,62,372,167,104,101,39,6,878,6,122,286,1038,223,155,77,29,15,1951,10,127,267,1200,644,482,118,47,15,2921,0,6,7,44,39,37,66,37,13,241,0,4,16,59,50,152,290,324,238,1135,0,3,10,63,20,9,3,10,5,130,26,72,319,2109,710,742,292,176,36,4481,50,166,378,2767,2328,2576,1869,855,193,11185,7,53,141,742,188,158,132,59,14,1496,0,0,0,20,16,71,418,477,164,1159,0,0,18,75,23,32,50,32,13,246,0,12,38,277,169,143,95,32,11,780,6,62,3617,5989,246,77,44,10,0,10055,0,0,3,6,5,5,22,25,13,84,24,187,390,792,384,272,151,42,3,2247,0,4,0,18,17,20,37,25,9,118
LGA12390,0,0,0,14,4,10,26,17,0,80,0,0,0,0,3,8,6,8,4,25,0,0,0,18,4,12,8,0,0,39,12,65,27,569,46,30,18,9,0,762,0,0,0,17,0,5,3,0,0,30,0,0,0,20,6,0,0,0,0,26,0,0,0,4,3,0,0,0,0,8,0,5,0,20,4,4,3,4,0,48,0,0,0,8,0,0,12,8,7,40,0,0,0,7,0,0,0,0,0,15,0,0,4,40,6,3,0,0,0,49,0,0,0,10,10,9,11,7,0,46,0,3,0,28,10,8,0,0,0,55,0,0,0,0,0,0,3,0,0,8,0,0,0,3,3,0,0,0,0,11,0,0,0,13,0,0,0,0,0,16,0,13,45,627,11,5,4,0,0,714,0,0,0,9,3,8,24,23,8,82,0,11,26,104,89,75,63,22,4,400,0,0,0,0,0,0,6,5,0,9
LGA12700,0,0,0,0,0,7,9,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,14,0,0,4,13,13,21,6,4,0,64,0,0,0,0,0,0,0,0,0,0
LGA12730,0,0,0,0,0,4,8,6,0,18,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,5,0,29,0,3,0,0,0,42,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,8,3,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,10,5,0,15,0,6,6,23,7,19,6,8,0,63,0,0,0,0,0,0,0,0,0,0
LGA12750,0,0,4,15,20,39,95,88,26,295,0,0,0,0,0,5,16,19,5,46,0,0,0,5,5,5,6,0,0,14,0,14,10,92,8,21,13,10,3,161,0,3,0,15,0,5,10,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,5,22,21,11,6,93,0,0,0,5,0,27,46,36,14,115,0,6,0,7,0,3,3,0,0,23,0,0,0,14,0,0,0,0,0,15,0,0,0,6,0,3,3,0,0,10,0,0,0,3,8,13,3,3,0,39,0,0,0,0,0,6,23,15,4,49,0,0,0,0,0,5,5,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,39,0,0,0,0,0,53,0,0,0,5,11,22,78,60,13,188,0,6,9,80,92,131,149,67,12,541,0,0,0,0,0,0,7,9,0,16
LGA12850,0,4,18,50,33,27,105,141,37,409,0,12,45,40,21,40,101,115,33,405,0,5,12,199,49,75,77,11,11,444,4,23,56,280,87,88,89,25,14,665,0,14,27,194,83,70,70,28,5,486,0,33,93,417,162,230,155,100,48,1243,29,2225,3070,8275,4145,3541,2279,1075,337,24983,0,0,0,13,14,14,39,22,5,108,5,11,11,52,112,411,829,1012,607,3041,0,0,4,32,12,0,4,0,4,57,0,4,5,52,14,18,14,3,3,117,81,174,130,619,551,576,393,141,37,2717,4,17,65,346,101,88,89,23,7,737,0,0,0,14,14,116,332,295,97,864,0,0,3,25,20,46,61,22,8,190,0,0,20,118,73,53,39,8,3,315,0,0,33,76,5,0,3,0,0,118,0,3,8,4,3,7,31,23,9,85,23,276,522,846,219,157,107,29,0,2185,0,8,10,76,77,198,275,111,32,783
LGA12870,0,0,0,5,0,3,17,14,6,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,15,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,9,0,0,0,0,0,8,7,8,0,23,0,0,3,4,0,0,0,0,0,4,0,0,0,19,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,9,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,4,30,0,0,0,23,23,35,23,12,0,105,0,0,0,0,0,0,0,0,0,0
LGA12900,0,0,0,0,6,0,4,0,0,15,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,4,0,8,0,20,6,3,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,3,0,3,3,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,10,0,0,3,10,9,12,11,4,0,48,0,0,0,0,0,0,0,0,0,0
LGA12930,3,5,15,66,30,46,51,64,22,298,4,33,53,153,126,346,628,788,348,2479,16,89,160,1007,533,959,660,137,45,3597,23,171,124,1140,280,174,136,95,39,2163,3,22,106,719,348,169,176,81,10,1642,0,3,9,91,17,28,14,4,0,161,0,0,0,56,29,29,8,5,0,133,3,22,9,108,49,50,49,24,10,330,0,10,14,101,59,148,258,324,188,1102,3,14,9,136,78,54,18,5,3,322,0,16,36,180,100,70,45,21,4,473,6,16,40,421,410,398,303,160,41,1794,5,30,101,540,233,235,254,89,21,1509,0,0,0,3,5,20,77,64,27,203,0,0,7,32,21,19,26,9,8,124,0,5,6,30,23,34,4,10,7,113,8,76,2791,5637,180,37,18,6,0,8748,0,4,8,19,9,6,14,18,9,98,12,73,255,615,352,357,165,61,18,1920,6,12,19,273,273,468,470,225,77,1814
LGA12950,0,0,0,3,0,0,0,3,0,7,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,6,5,0,9,0,0,0,4,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0
LGA13010,0,0,0,0,0,0,6,14,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,29,5,4,0,0,0,44,0,0,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,36,0,0,0,0,0,3,3,5,0,14,0,0,3,11,17,17,22,14,4,89,0,0,0,0,0,0,0,0,0,0
LGA13310,0,0,0,4,13,11,24,12,9,77,0,0,0,6,0,9,5,19,5,46,0,3,0,5,0,0,6,0,0,13,5,22,22,148,17,11,7,3,5,235,0,0,0,21,8,6,0,0,0,37,0,0,3,6,3,0,3,0,0,17,0,0,0,11,0,3,0,0,0,12,0,3,0,6,7,4,7,8,0,36,0,0,3,3,0,12,15,14,5,57,0,0,0,4,0,0,0,0,0,12,0,0,8,34,4,0,0,0,0,49,0,3,3,14,16,15,4,3,0,47,0,0,0,13,4,6,3,0,0,35,0,0,0,0,0,4,8,13,0,26,0,0,0,4,0,9,0,0,0,10,0,0,0,9,3,0,0,0,0,7,0,5,11,117,0,0,0,0,0,144,0,0,0,6,3,9,31,21,7,73,4,5,17,55,63,62,77,31,4,320,0,0,0,0,0,8,0,0,0,9
LGA13340,0,0,0,5,9,9,21,5,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,6,0,17,3,3,0,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,17,0,0,0,0,0,0,7,0,0,5,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,15,9,0,40,0,12,5,24,14,22,15,8,0,96,0,0,0,0,0,0,0,0,0,0
LGA13450,0,0,0,17,3,10,0,0,0,33,0,0,0,0,0,0,3,0,0,7,0,0,0,7,3,0,0,0,0,9,16,83,120,1085,295,204,83,12,4,1899,0,0,0,16,3,0,0,0,0,25,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,3,14,0,4,0,0,0,31,0,0,4,47,15,72,231,286,198,845,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,3,0,6,0,0,12,3,16,38,182,28,22,4,0,0,283,0,0,0,6,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,12,0,0,0,15,3,6,0,0,0,22,0,0,0,7,5,3,0,3,0,25,3,56,81,173,38,31,24,6,4,417,0,0,0,0,0,0,0,0,0,0
LGA13550,0,0,0,9,0,4,6,8,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,18,0,0,0,0,0,25,0,3,0,6,4,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,5,0,0,0,5,0,0,0,0,0,5,0,0,0,8,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,3,0,0,0,7,0,11,0,9,7,22,23,15,6,6,0,78,0,0,0,0,0,0,0,0,0,0
